I (58653) vango_firmware: 270,184
I (58663) vango_firmware: 278,188
I (58673) vango_firmware: 261,175
I (58683) vango_firmware: 270,184
I (58693) vango_firmware: 278,188
I (58703) vango_firmware: 257,171
I (58713) vango_firmware: 270,184
I (58723) vango_firmware: 278,192
I (58733) vango_firmware: 261,171
I (58743) vango_firmware: 270,180
I (58753) vango_firmware: 278,188
I (58763) vango_firmware: 257,175
I (58773) vango_firmware: 270,184
I (58783) vango_firmware: 278,188
I (58793) vango_firmware: 261,175
I (58803) vango_firmware: 270,184
I (58813) vango_firmware: 278,192
I (58823) vango_firmware: 257,175
I (58833) vango_firmware: 270,180
I (58843) vango_firmware: 278,184
I (58853) vango_firmware: 261,175
I (58863) vango_firmware: 265,184
I (58873) vango_firmware: 278,188
I (58883) vango_firmware: 261,171
I (58893) vango_firmware: 270,180
I (58903) vango_firmware: 278,188
I (58913) vango_firmware: 257,175
I (58923) vango_firmware: 270,180
I (58933) vango_firmware: 270,180
I (58943) vango_firmware: 270,180
I (58953) vango_firmware: 270,184
I (58963) vango_firmware: 278,188
I (58973) vango_firmware: 257,175
I (58983) vango_firmware: 274,180
I (58993) vango_firmware: 265,180
I (59003) vango_firmware: 270,180
I (59013) vango_firmware: 270,184
I (59023) vango_firmware: 278,188
I (59033) vango_firmware: 261,171
I (59043) vango_firmware: 270,180
I (59053) vango_firmware: 265,180
I (59063) vango_firmware: 270,180
I (59073) vango_firmware: 270,180
I (59083) vango_firmware: 278,184
I (59093) vango_firmware: 257,171
I (59103) vango_firmware: 270,184
I (59113) vango_firmware: 270,180
I (59123) vango_firmware: 270,180
I (59133) vango_firmware: 270,180
